GPIN,PIN_ALL,PIN_Count,Oldest_Structure,Largest_Structure_SqFT,UseCode_All,Max_UseCodeRisk,Source_All
4896,340084000,1,1947,NA,Single Family-1 Conversion,1,Residential
4897,040128000,1,1922,NA,Single Family,1,Residential
4898,340082000,1,1937,NA,Single Family,1,Residential
4899,120002000 | 120002L00,2,1925,NA,Vacant Land | Single Family,1,Residential | Residential
49,42C078000,1,1968,NA,Single Family,1,Residential
490,43B089000,1,1959,NA,Single Family,1,Residential
4900,490069100,1,1956,NA,Single Family,1,Residential
4901,120018000,1,1941,NA,Single Family,1,Residential
4902,340039000,1,1930,NA,Single Family,1,Residential
4903,490107000,1,0,NA,Service Repair Garage,1,Commercial
4904,340038000,1,1940,NA,Single Family,1,Residential
4905,090107000,1,1900,NA,Fraternity\Sorority House,2,Residential
4906,040127000,1,1930,NA,Single Family,1,Residential
4907,040162000,1,1920,NA,Single Family,1,Residential
4908,350057000,1,1942,NA,Single Family,1,Residential
4909,520093000,1,1953,NA,Single Family,1,Residential
491,42B101000,1,1959,NA,Single Family,1,Residential
4910,490099000,1,1950,NA,Single Family-1 Conversion,1,Residential
4911,040208000,1,1947,NA,Single Family,1,Residential
4912,090138000,1,1912,NA,Fraternity\Sorority House,2,Residential
4913,510011100,1,1920,NA,Single Family,1,Residential
4914,040169000,1,2004,NA,Single Family,1,Residential
4915,350055000,1,1920,NA,Rooming House,3,Residential
4916,090050000,1,1925,NA,Rooming House,3,Residential
4917,310004100,1,1969,912,Commercial,2,Commercial
4918,490072100,1,1970,NA,Single Family,1,Residential
4919,040205000,1,2001,NA,Single Family,1,Residential
492,41B005000,1,1975,NA,Apartments over 20 units,2,Commercial
4920,040129000,1,1930,NA,Single Family,1,Residential
4921,490063100,1,1961,NA,Single Family,1,Residential
4922,120033000,1,1938,NA,Single Family-1 Conversion,1,Residential
4923,310004200 | 310004200,2,1990,3360,Veterinary Hospital | Veterinary Hospital,1,Commercial | Commercial
4924,340049000,1,1930,NA,Single Family,1,Residential
4925,520058000,1,1851,NA,Single Family,1,Residential
4926,510013000,1,NA,NA,Vacant Land,0,Residential
4927,090052000,1,1920,NA,Apartments 1-10 units,2,Commercial
4928,120019000,1,1947,NA,Single Family,1,Residential
4929,520077000,1,1836,NA,Single Family,1,Residential
493,43C031000,1,1958,NA,Single Family,1,Residential
4931,510101000,1,1948,NA,Single Family,1,Residential
4932,040209000,1,1920,NA,Duplex,1,Residential
4933,520140000,1,1955,NA,Single Family,1,Residential
4934,490069200,1,1949,NA,Single Family,1,Residential
4935,340050000,1,1948,NA,Single Family,1,Residential
4937,350121000 | 350121000,2,1951,5176,Storage Warehouse | Storage Warehouse,1,Commercial | Commercial
4938,490073000,1,NA,NA,Vacant Land,0,Residential
494,40C112000,1,1963,NA,Single Family,1,Residential
4940,340085000,1,1938,NA,Single Family,1,Residential
4941,120032000,1,1932,NA,Single Family,1,Residential
4942,490098000,1,1952,1772,Office Building,2,Commercial
4943,040161000,1,1992,NA,Single Family,1,Residential
4944,340037000,1,1942,NA,Single Family,1,Residential
4945,120020000,1,1936,NA,Single Family,1,Residential
4946,340079000,1,1925,NA,Single Family,1,Residential
4947,520062000,1,1936,NA,Single Family,1,Residential
4949,040170000,1,1920,NA,Single Family,1,Residential
495,40C072000,1,1965,NA,Duplex,1,Residential
4950,490059000,1,1953,NA,Single Family,1,Residential
4951,090137000,1,1898,NA,Fraternity\Sorority House,2,Residential
4952,040204000,1,1920,NA,Single Family,1,Residential
4953,350056000,1,1954,31846,Industrial Engineering,1,Commercial
4954,090053000,1,1925,NA,Single Family,1,Residential
4955,120023000 | 120023000,2,1956,5768,Church | Church,1,Commercial | Commercial
4956,040131000,1,1930,NA,Single Family,1,Residential
4957,520076000,1,1953,NA,Single Family,1,Residential
4958,120031000,1,NA,NA,Vacant Land,0,Residential
4959,520089000,1,1930,NA,Single Family,1,Residential
496,40C107000,1,1962,NA,Single Family,1,Residential
4960,310070000,1,1974,5632,Service Repair Garage,1,Commercial
4961,510092000 | 510092000,2,1904,NA,Single Family | Single Family,1,Residential | Residential
4962,490071000,1,1961,2649,Bank,1,Commercial
4963,510014000,1,1939,NA,Single Family,1,Residential
4964,510094100,1,1963,NA,Single Family,1,Residential
4965,340036000,1,1929,NA,Single Family-1 Conversion,1,Residential
4966,520094000,1,1931,NA,Single Family,1,Residential
4967,520063000,1,1939,NA,Single Family,1,Residential
4968,090106000,1,1920,3685,Apartments 1-10 units,2,Commercial
4969,510102000,1,1948,NA,Single Family,1,Residential
497,41B014000,1,1994,23070,Office Building,2,Commercial
4970,090056000 | 090056000,2,1940,1734,Apartments 1-10 units | Apartments 1-10 units,2,Commercial | Commercial
4971,340001000,1,NA,NA,Vacant Land,0,Residential
4972,340033000,1,1936,NA,Single Family,1,Residential
4973,090139000,1,1915,NA,Fraternity\Sorority House,2,Residential
4974,090094000 | 090094000,2,2007,48066,Apartments over 20 units | Apartments over 20 units,2,Commercial | Residential
4975,310007000,1,1967,4000,Retail Store,1,Commercial
4977,040160000,1,1920,NA,Single Family,1,Residential
4978,520059000,1,1931,NA,Single Family,1,Residential
4979,040203000,1,1923,NA,Single Family,1,Residential
498,40C089000,1,1964,NA,Duplex,1,Residential
4980,040210000 | 040210000,2,1947,2910,Apartments 1-10 units | Apartments 1-10 units,2,Commercial | Commercial
4982,120030000,1,1931,NA,Single Family,1,Residential
4983,040171000,1,1920,NA,Single Family,1,Residential
4984,520141000,1,1950,NA,Single Family,1,Residential
4986,490060000,1,1954,NA,Single Family,1,Residential
4987,520075000,1,1937,NA,Single Family,1,Residential
499,42B041000,1,1971,NA,Single Family,1,Residential
4990,490074000,1,1974,NA,Duplex,1,Residential
4991,340051000,1,1944,NA,Single Family,1,Residential
4992,340086000,1,1930,NA,Single Family,1,Residential
4993,310055000,1,1950,1156,Retail Store,1,Commercial
4994,040287000,1,1920,2490,Apartments 1-10 units,2,Commercial
4995,0402771A0,1,1994,NA,Single Family,1,Residential
4997,510015000,1,1928,NA,Single Family,1,Residential
4998,310054000,1,1934,11178,Service Repair Garage,1,Commercial
4999,340053000,1,1934,NA,Single Family,1,Residential
5,42C105000,1,1975,NA,Single Family,1,Residential
5000,040202000,1,1920,NA,Single Family,1,Residential
5001,090054000,1,1925,NA,Duplex,1,Residential
5002,120029000,1,1928,NA,Single Family-1 Conversion,1,Residential
5003,520095000,1,1954,NA,Single Family,1,Residential
5005,350122000,1,1965,1247,Mortuary,1,Commercial
5006,040159000,1,1920,NA,Single Family,1,Residential
5007,0402771B0,1,1994,NA,Single Family,1,Residential
5009,490075000,1,1984,NA,Duplex,1,Residential
501,41D024000,1,1989,NA,Single Family,1,Residential
5010,310071000,1,NA,NA,Vacant Land,0,Residential
5011,090095000 | 090095000,2,1920,1286,Retail Store | Retail Store,1,Commercial | Commercial
5012,040172000,1,1920,NA,Single Family-1 Conversion,1,Residential
5013,510013100,1,1928,NA,Single Family,1,Residential
5015,340034000,1,1938,NA,Single Family,1,Residential
5017,520139000,1,1935,NA,Single Family,1,Residential
5018,090140000,1,1902,NA,Fraternity\Sorority House,2,Residential
5019,490062000,1,1954,NA,Single Family,1,Residential
502,40C101000,1,1963,NA,Duplex,1,Residential
5020,040211000,1,1948,NA,Single Family,1,Residential
5021,310073000,1,1925,NA,Single Family,1,Residential
5022,340003000,1,1959,1650,Dist. Warehouse,1,Commercial
5023,340078000,1,1931,NA,Single Family,1,Residential
5024,0402771C0,1,1993,NA,Single Family,1,Residential
5026,520074000,1,1947,NA,Single Family,1,Residential
5028,040201000,1,1920,NA,Single Family,1,Residential
5029,120028000,1,1957,NA,Single Family,1,Residential
503,43B087000,1,1958,NA,Single Family,1,Residential
5030,090105000 | 090105000,2,1926,4848,Church | Church,1,Commercial | Commercial
5031,510017000,1,NA,NA,Vacant Land,0,Residential
5033,310074000,1,1925,NA,Single Family,1,Residential
5035,520142000,1,1950,NA,Single Family,1,Residential
5036,490076000,1,1984,NA,Duplex,1,Residential
5037,340052000,1,1946,NA,Single Family,1,Residential
5039,510089000 | 510089000,2,1920,NA,Single Family | Single Family,1,Residential | Residential
504,40C026000,1,1959,NA,Single Family,1,Residential
5040,040288000,1,1920,NA,Single Family,1,Residential
5041,040158000,1,1920,NA,Single Family,1,Residential
5042,090143000 | 090143000,2,1903,4600,Office Building | Office Building,2,Commercial | Commercial
5043,0402771D0,1,1994,NA,Single Family,1,Residential
5044,340054000,1,1930,NA,Single Family-1 Conversion,1,Residential
5046,090058100,1,1978,NA,Apartments 1-10 units,2,Commercial
5047,040173000,1,1925,NA,Single Family,1,Residential
5049,340035000,1,1935,NA,Single Family,1,Residential
505,42B026000,1,1958,NA,Single Family,1,Residential
5050,510093100,1,1959,NA,Single Family,1,Residential
5051,120027000,1,1939,NA,Single Family-1 Conversion,1,Residential
5052,350123000,1,NA,NA,Vacant Land,0,Residential
5053,040212000,1,1900,NA,Single Family,1,Residential
5054,310075000,1,1925,NA,Single Family,1,Residential
5055,520096000,1,1941,NA,Single Family,1,Residential
5056,510103000,1,1947,NA,Single Family-1 Conversion,1,Residential
5057,040200000,1,1920,NA,Single Family,1,Residential
5058,310098000,1,1925,NA,Single Family,1,Residential
506,40C020000,1,1959,NA,Single Family,1,Residential
5060,310039000,1,1969,21381,Office Building,2,Commercial
5061,090141000 | 090141000,2,1926,21681,Office Building | Office Building,2,Commercial | Residential
5062,520064000,1,1950,NA,Single Family,1,Residential
5063,520137000,1,1955,NA,Single Family,1,Residential
5064,510018100,1,NA,NA,Vacant Land,0,Residential
5065,310076000,1,1925,NA,Duplex,1,Residential
5068,340059000,1,1930,NA,Single Family,1,Residential
507,43B074000,1,1959,NA,Single Family,1,Residential
5070,040157000,1,1920,NA,Single Family,1,Residential
5071,120026000,1,1955,NA,Single Family,1,Residential
5072,350132500,1,1988,10174,Multiple Commercial Use,2,Commercial
5073,520143000,1,1950,NA,Single Family,1,Residential
5074,520073000,1,1941,NA,Single Family,1,Residential
5075,490084000,1,1963,NA,Single Family-1 Conversion,1,Residential
5077,040212100,1,1920,NA,Single Family,1,Residential
5078,490077000,1,1966,NA,Duplex,1,Residential
5079,090058000,1,1925,NA,Single Family,1,Residential
508,41B012000,1,2013,110000,Hotel,3,Commercial
5080,040199000,1,1918,NA,Single Family,1,Residential
5081,340055000,1,1949,NA,Single Family,1,Residential
5082,040153000,1,NA,NA,Vacant Land,0,Residential
5083,040174000,1,1920,NA,Single Family,1,Residential
5084,310053000,1,1983,3150,Storage Warehouse,1,Commercial
5085,520065000,1,1947,NA,Single Family,1,Residential
5086,310077000,1,NA,NA,Vacant Land,0,Residential
5087,490095000,1,1977,29505,Retail Store,1,Commercial
5088,090060000,1,1973,6072,Apartments 1-10 units,2,Commercial
509,41D009000,1,1959,NA,Single Family,1,Residential
5090,040289000,1,1925,NA,Duplex,1,Residential
5091,120025000,1,1950,NA,Single Family-1 Conversion,1,Residential
5094,310078000,1,1920,NA,Single Family,1,Residential
5095,350124000,1,1930,NA,Duplex,1,Residential
5096,090104000,1,1920,NA,Church,1,Commercial
5097,310099000,1,1925,NA,Duplex,1,Residential
5098,510104000,1,NA,NA,Vacant Land,0,Residential
5099,340060000,1,1930,NA,Single Family,1,Residential
51,42C077000,1,1969,NA,Single Family,1,Residential
510,43B100000,1,1961,NA,Single Family,1,Residential
5100,310008000 | 310008000,2,1950,6858,Multiple Commercial Use | Multiple Commercial Use,2,Commercial | Commercial
5101,310006000,1,NA,NA,Vacant Land,0,Residential
5103,310097000,1,1925,NA,Single Family,1,Residential
5104,490084A00,1,1987,NA,Duplex,1,Residential
5105,520066000,1,1957,NA,Single Family,1,Residential
5106,510113000,1,1952,NA,Single Family,1,Residential
5107,040156000,1,1991,NA,Single Family,1,Residential
5108,520069000,1,1946,NA,Single Family,1,Residential
5109,040175000,1,1941,NA,Single Family,1,Residential
5112,520097000,1,1932,NA,Single Family,1,Residential
5113,510088000 | 510088000,2,1900,NA,Single Family | Single Family,1,Residential | Residential
5114,520144000,1,1955,NA,Single Family,1,Residential
5115,120024000 | 120024000,2,1912,2150,Office Building | Office Building,2,Commercial | Commercial
5116,040198000,1,1962,NA,Single Family,1,Residential
5117,310052000,1,NA,NA,Parking Lot,0,Residential
5118,520072000,1,1930,NA,Single Family,1,Residential
512,42B102000,1,1959,NA,Single Family,1,Residential
5120,310079000,1,1925,NA,Single Family,1,Residential
5121,090096000 | 090096000,2,1920,1185,Restaurant | Restaurant,1,Commercial | Commercial
5122,090059000,1,1925,NA,Single Family,1,Residential
5123,310096000,1,1951,NA,Single Family,1,Residential
5124,510016000,1,1953,NA,Single Family-1 Conversion,1,Residential
5125,490078000,1,1969,NA,Duplex,1,Residential
5126,510091000,1,1951,NA,Single Family,1,Residential
5127,510105000,1,NA,NA,Vacant Land,0,Residential
5129,510019100,1,NA,NA,Vacant Land,0,Residential
513,41D049000,1,1958,NA,Single Family,1,Residential
5130,520067000,1,1948,NA,Single Family,1,Residential
5131,490082000,1,1987,NA,Duplex,1,Residential
5133,340056000,1,1955,NA,Single Family,1,Residential
5134,310100000,1,1925,NA,Duplex,1,Residential
5135,310095000,1,1925,NA,Single Family,1,Residential
5136,350132400,1,NA,NA,Parking Lot,0,Residential
5137,040213000,1,1913,NA,Single Family,1,Residential
5138,090090000,1,1920,1928,Retail Store,1,Commercial
5139,340061000,1,1910,NA,Single Family,1,Residential
514,41B001000,1,0,1781,Retail Store,1,Commercial
5140,520136000,1,1930,NA,Single Family,1,Residential
5141,520071000,1,1933,NA,Single Family,1,Residential
5143,040155000,1,2006,NA,Single Family,1,Residential
5144,040176000 | 040176000,2,1920,NA,Vacant Land | Vacant Land,0,Residential | Residential
5145,340073000,1,1945,NA,Single Family,1,Residential
5146,340074000,1,1980,NA,Single Family,1,Residential
5147,490243000,1,1955,958,Multiple Commercial Use,2,Commercial
5148,310094000,1,1925,NA,Duplex,1,Residential
5149,350124100,1,NA,NA,Vacant Land,0,Residential
515,41D014000,1,1959,NA,Single Family,1,Residential
5150,340075000,1,1929,NA,Single Family,1,Residential
5151,520068000,1,1950,NA,Single Family,1,Residential
5152,310080000,1,1925,NA,Single Family,1,Residential
5153,310012100,1,NA,NA,Vacant Land,0,Residential
5154,040197000,1,1920,NA,Single Family,1,Residential
5156,340057000,1,1950,NA,Single Family,1,Residential
5157,310051000,1,1925,NA,Single Family,1,Residential
5158,350056100 | 350056100,2,1957,1300,Office Building | Office Building,2,Commercial | Commercial
5159,510106000,1,NA,NA,Vacant Land,0,Residential
516,43C032000,1,1959,NA,Single Family-1 Conversion,1,Residential
5160,090103000,1,NA,NA,Parking Lot,0,Residential
5161,490079000,1,1950,1392,Office Building,2,Commercial
5162,340076000,1,1930,NA,Single Family,1,Residential
5163,310014000,1,NA,NA,Vacant Land,0,Residential
5164,490085000,1,1996,6625,Neighborhood Shopping Ctr.,2,Commercial
5165,520145000,1,1930,NA,Single Family,1,Residential
5166,310093000,1,1925,NA,Single Family,1,Residential
5167,520098000,1,1931,NA,Single Family,1,Residential
5168,350132300,1,1990,11848,Office Building,2,Commercial
5169,310010000,1,1949,1920,Retail Store,1,Commercial
517,40C090000,1,1965,NA,Duplex,1,Residential
5171,510018000,1,1954,NA,Single Family-1 Conversion,1,Residential
5172,340077000,1,1930,NA,Single Family,1,Residential
5175,510114000,1,1952,NA,Single Family-1 Conversion,1,Residential
5177,040214000,1,1920,NA,Single Family,1,Residential
5178,510091100,1,1971,NA,Duplex,1,Residential
5179,040278000 | 040278000,2,1997,13132,Apartments 1-10 units | Apartments 1-10 units,2,Commercial | Commercial
518,43B090000,1,1963,NA,Single Family,1,Residential
5180,340058100,1,NA,NA,Vacant Land,0,Residential
5181,510112000,1,1953,NA,Single Family,1,Residential
5182,040245000,1,1969,27430,Apartments over 20 units,2,Commercial
5183,520191000,1,NA,NA,Vacant Land,0,Residential
5184,040177000,1,1920,NA,Single Family,1,Residential
5185,520113000,1,1948,NA,Single Family,1,Residential
5186,310092000,1,1940,NA,Single Family,1,Residential
5187,090061000 | 090061000,2,1925,3954,Apartments 1-10 units | Apartments 1-10 units,2,Commercial | Commercial
5188,340072000,1,1935,NA,Single Family,1,Residential
5189,520135000,1,1928,NA,Single Family,1,Residential
519,41D050000,1,1957,NA,Single Family,1,Residential
5192,520190000 | 520190000,2,1910,NA,Single Family | Single Family,1,Residential | Residential
5193,510107000,1,NA,NA,Vacant Land,0,Residential
5194,510020000,1,1955,NA,Single Family-1 Conversion,1,Residential
5195,040196000,1,1963,NA,Duplex,1,Residential
5196,350125000 | 350125000,2,1988,3700,Office Building | Office Building,2,Commercial | Commercial
5197,310015000 | 310015000 | 310015000,3,1972,2161,Commercial | Commercial | Commercial,2,Commercial | Commercial | Commercial
5198,310081000,1,1925,NA,Single Family,1,Residential
5199,310050000,1,1900,NA,Single Family,1,Residential
520,42B031000,1,1961,NA,Single Family,1,Residential
5202,090097000 | 090097000,2,1947,3196,Restaurant | Restaurant,1,Commercial | Commercial
5203,310091000,1,1925,NA,Single Family,1,Residential
5204,310101000,1,1947,10362,Storage Warehouse,1,Commercial
5205,520070000,1,1931,NA,Single Family,1,Residential
5206,040154000,1,1959,NA,Single Family,1,Residential
