,parcel_area-objectid,parcel_area-assessment,parcel_area-geoparcelidentificationnumber,parcel_area-legaldescription,parcel_area-lotsquarefeet,parcelnumber,parcel_area-zoning,real_estate_commercial-recordid_int,usecode,yearbuilt,real_estate_commercial-grossarea,real_estate_commercial-storyheight,real_estate_commercial-numberofstories
263,447,453400,523,LOT 3 BK I SEC 3 RUTLEDGE,0.0,41D023000,R-1,,,,,,
264,448,486200,524,LOT 12 BK I SEC 5 RUTLEDGE,0.0,41D051000,R-1,,,,,,
265,453,446000,529,LOT 8 BK H SEC 3 RUTLEDGE,0.0,41D008000,R-1,,,,,,
266,457,315000,533,LOT 16 BK K SEC 5 RUTLEDGE,0.0,42B040000,R-1,,,,,,
267,458,449300,534,LOT 15 BK H SEC 3 RUTLEDGE,0.0,41D015000,R-1,,,,,,
268,459,435500,535,LOT 11 BK I SEC 5 RUTLEDGE,0.0,41D052000,R-1,,,,,,
269,468,454900,546,LOT 7 BK H SEC 3 RUTLEDGE,0.0,41D007000,R-1,,,,,,
270,469,540900,547,LOT 9 BK L SEC 5 RUTLEDGE,0.0,42B017000,R-1,,,,,,
271,470,353500,548,LOT 2 BK I SEC 3 RUTLEDGE,0.0,41D022000,R-1,,,,,,
272,473,550100,551,LOT 16 BK H SEC 3 RUTLEDGE,0.0,41D016000,R-1,,,,,,
273,478,365400,556,LOT 8 BK L SEC 5 RUTLEDGE,0.0,42B018000,R-1,,,,,,
274,481,435400,560,LOT 6 BK K SEC 5 RUTLEDGE,0.0,42B032000,R-1,,,,,,
275,484,378900,564,LOT 7 BK L SEC 5 RUTLEDGE,0.0,42B019000,R-1,,,,,,
277,487,346500,567,LOT 6 BK H SEC 3 RUTLEDGE,0.0,41D006000,R-1,,,,,,
278,490,506200,571,LOT 6 BK L SEC 5 RUTLEDGE,0.0,42B020000,R-1,,,,,,
279,491,405100,572,LOT 17 BK H SEC 3 RUTLEDGE,0.0,41D017000,R-1,,,,,,
280,496,355400,577,LOT 1 BK I SEC 3 RUTLEDGE,0.0,41D021000,R-1,,,,,,
281,500,430300,581,LOT 1 BK L SEC 5 RUTLEDGE,0.0,42B025000,R-1,,,,,,
282,505,384600,587,LOT 5 BK H SEC 3 RUTLEDGE,0.0,41D005000,R-1,,,,,,
283,507,371300,589,LOT 18 BK H SEC 3 RUTLEDGE,0.0,41D018000,R-1,,,,,,
284,509,361500,591,LOT 17 BK K SEC 5 RUTLEDGE,0.0,42B039000,R-1,,,,,,
285,513,324900,595,LOT 5 BK K SEC 5 RUTLEDGE,0.0,42B033000,R-1,,,,,,
286,514,484200,596,LOT 2 BK L SEC 5 RUTLEDGE,0.0,42B024000,R-1,,,,,,
287,524,339900,607,LOT 4 BK H SEC 3 RUTLEDGE,0.0,41D004000,R-1,,,,,,
288,526,428300,609,LOT 10 BK L SEC 5 RUTLEDGE,0.0,42B016000,R-1,,,,,,
289,530,366200,613,LOT 19 BK H SEC 3 RUTLEDGE,0.0,41D019000,R-1,,,,,,
290,540,437000,626,LOT 2 BK K SEC 5 RUTLEDGE,0.0,42B034000,R-1,,,,,,
291,544,349000,632,LOT 3 BK H SEC 3 RUTLEDGE,0.0,41D003000,R-1,,,,,,
292,546,471900,634,LOT 5 BK L SEC 5 RUTLEDGE,0.0,42B021000,R-1,,,,,,
293,547,464500,636,LOT 18 BK K SEC 5 RUTLEDGE,0.0,42B038000,R-1,,,,,,
294,548,502000,637,LOT 15 BK D SEC 3 RUTLEDGE,0.0,41D002000,R-1,,,,,,
295,550,403400,639,LOT 20 BK H SEC 3 RUTLEDGE,0.0,41D020000,R-1,,,,,,
296,555,293700,645,LOT 11 BK L SEC 5 RUTLEDGE,0.0,42B015000,R-1,,,,,,
297,556,321800,646,LOT 3 BK K SEC 5 RUTLEDGE,0.0,42B036000,R-1,,,,,,
298,557,419000,647,LOT 3 BK L SEC 5 RUTLEDGE,0.0,42B023000,R-1,,,,,,
299,567,351000,657,LOT 1 BK K SEC 5 RUTLEDGE,0.0,42B035000,R-1,,,,,,
300,578,362500,669,LOT 19 BK K SEC 5 RUTLEDGE,0.0,42B037000,R-1,,,,,,
301,579,435400,670,LOT 12 BK L SEC 5 RUTLEDGE,0.0,42B014000,R-1,,,,,,
302,581,437800,672,LOT 4 BK L SEC 5 RUTLEDGE,0.0,42B022000,R-1,,,,,,
303,587,394000,678,LOT 14 BK D SEC 3 RUTLEDGE,0.0,41D001000,R-1,,,,,,
304,600,467600,692,LOT 16 BK D SEC 5 RUTLEDGE,0.0,42B008000,R-1,,,,,,
305,604,364700,696,LOT 13 BK L SEC 5 RUTLEDGE,0.0,42B013000,R-1,,,,,,
306,610,364200,702,LOT 27 BK C SEC 5 RUTLEDGE,0.0,42B046000,R-1,,,,,,
307,623,361800,716,LOT 28A BK C SEC 5 RUTLEDGE,0.0,42B045000,R-1,,,,,,
308,626,409800,719,LOT 30 BK C SEC 5 RUTLEDGE,0.0,42B043000,R-1,,,,,,
309,628,400300,722,LOT 29 BK C SEC 5 RUTLEDGE,0.0,42B044000,R-1,,,,,,
310,632,443300,727,LOT 14 BK L SEC 5 RUTLEDGE,0.0,42B012000,R-1,,,,,,
311,636,479800,730,LOT 13 BK D SEC 3 RUTLEDGE,0.0,42B007000,R-1,,,,,,
312,639,422000,733,LOT 26 BK C SEC 5 RUTLEDGE,0.0,42B047000,R-1,,,,,,
313,642,591300,735,LOT 31 BK C SEC 5 RUTLEDGE,0.0,42B042000,R-1,,,,,,
314,645,501600,737,LOT 15A BK L SEC 5 RUTLEDGE,0.0,42B011000,R-1,,,,,,
315,657,391900,748,LOTS 25&28B BK C SE 5 RUTLEDGE,0.0,42B048000,R-1,,,,,,
316,659,763200,751,LOT 14&PAR X BK B S 3 SYLVANVA,0.0,42B074000,R-1,,,,,,
317,664,438200,755,LOTS 15B & 16 BK L RUTLEDGE,0.0,42B010000,R-1,,,,,,
318,667,490500,760,LOT 16A BK D SEC 5 RUTLEDGE,0.0,42B003000,R-1,,,,,,
319,680,543600,775,LOT 24 BK C SEC 5 RUTLEDGE,0.0,42B049000,R-1,,,,,,
320,689,394400,784,LOTS 21 & 21A MEADOWBROOK HGTS,0.0,41A112000,R-1,,,,,,
321,839,996600,955,LOT 26A SEC 2 MEADOWBROOK HEIGTS,0.0,42A013A00,R-1,,,,,,
322,690,480000,785,LOT 9 BK D SEC 3 RUTLEDGE,0.0,42B006000,R-1,,,,,,
323,693,474300,788,LOT 13 BK B S 3 SYLVANIA HILLS,0.0,42B073000,R-1,,,,,,
324,695,494400,790,LOT 17 BK L SEC 5 RUTLEDGE,0.0,42B009000,R-1,,,,,,
325,708,324200,793,LOT 11 BK B SE 2 SYLVANIA HILL,0.0,42B071000,R-1,,,,,,
326,706,419700,803,LOT 23 BK C SEC 5 RUTLEDGE,0.0,42B050000,R-1,,,,,,
327,709,572400,806,LOT 8 BK D SEC 3 RUTLEDGE,0.0,42B005000,R-1,,,,,,
328,710,542200,807,LOT 7 BK D SEC 3 RUTLEDGE,0.0,42B004000,R-1,,,,,,
329,711,409200,809,LOT 22 SEC 2 MEADOWBROOK HGTS,0.0,41A113000,R-1,,,,,,
330,723,552500,824,LOT 12 BK B S 3 SYLVANIA HILLS,0.0,42B072000,R-1,,,,,,
331,725,460600,826,LOT 17 BK D SEC 5 RUTLEDGE,0.0,42B002000,R-1,,,,,,
332,730,588700,832,LOT 22 BK C SEC 5 RUTLEDGE,0.0,42B051000,R-1,,,,,,
333,735,413200,837,LOT 30 SEC 2 MEADOWBROOK HGTS,20298.96,41A110000,R-1,,,,,,
334,737,447500,839,LOT 23&PAR B SEC 2 MEADOWBROOK,0.0,42A016000,R-1,,,,,,
335,720,413600,849,LOTS 9&10 BK B SEC 2 SYLVANIA,0.0,42B069000,R-1,,,,,,
336,747,321900,851,LOT 6&STR BK D SEC 1 RUTLEDGE,0.0,42B001000,R-1,,,,,,
337,749,319900,853,LOT 1 BK A SE 1 SYLVANIA HILLS,0.0,42B054000,R-1,,,,,,
338,751,400700,856,LOT 31&PT 32 SEC 2 MEAD HGTS,0.0,41A111000,R-1,,,,,,
339,753,406000,858,LOT 21 BK C SEC 5 RUTLEDGE,0.0,42B052000,R-1,,,,,,
340,754,357900,859,LOT 2 BK A SE 1 SYLVANIA HILLS,0.0,42B055000,R-1,,,,,,
341,761,498900,867,LOT 24&PAR A SEC 2 MEADOWBROOK,0.0,42A017000,R-1,,,,,,
342,762,476900,868,LOT 5 BK D SEC 1 RUTLEDGE,0.0,42A021000,R-1,,,,,,
343,764,367500,870,LOT 29 SEC 2 MEADOWBROOK HGTS,0.0,41A109000,R-1,,,,,,
344,767,327200,873,LOT 8 BK B SE 2 SYLVANIA HILLS,0.0,42B068000,R-1,,,,,,
345,772,286000,878,LOT 3 BK A SE 1 SYLVANIA HILLS,0.0,42B056000,R-1,,,,,,
346,774,516400,880,LOT 32 SEC 2 MEADOWBROOK HGTS,0.0,42A014000,R-1,,,,,,
347,775,334900,881,LOT 8 BK C SE 1 SYLVANIA HILLS,0.0,42B076000,R-1,,,,,,
348,776,342800,883,LOT 7 BK B SE 2 SYLVANIA HILLS,0.0,42B067000,R-1,,,,,,
349,778,378400,885,LOT 20 BK C SEC 5 RUTLEDGE,0.0,42B053000,R-1,,,,,,
350,782,378100,889,LOT 4&PT 3 BK D SEC 1 RUTLEDGE,0.0,42A020000,R-1,,,,,,
351,783,317600,890,LOT 4 BK A SE 1 SYLVANIA HILLS,0.0,42B057000,R-1,,,,,,
352,790,325500,896,LOT 9 BK C SE 2 SYLVANIA HILLS,0.0,42B075000,R-1,,,,,,
353,791,441700,899,LOT 28 SEC 2 MEADOWBROOK HGTS,0.0,41A108000,R-1,,,,,,
354,797,305100,908,LOT 5 BK A SE 1 SYLVANIA HILLS,0.0,42B058000,R-1,,,,,,
355,798,424800,909,LOT 1 BK D SEC 1 RUTLEDGE,0.0,42A018000,R-1,,,,,,
356,801,388200,912,LOT 27 SEC 2 MEADOWBROOK HGTS,0.0,41A107000,R-1,,,,,,
357,804,346200,917,LOT 4&PT 5 BK C SEC 1 RUTLEDGE,0.0,42A025000,R-1,,,,,,
358,12039,0,918,2.687 AC-COMMON AR BRANDYWINE,123971.76,41A001000,PUD,,,,,,
359,805,445800,919,LOT 6 BK B SE 2 SYLVANIA HILLS,0.0,42B066000,R-1,,,,,,
360,806,365900,920,LOT 6 BK A SE 1 SYLVANIA HILLS,0.0,42B059000,R-1,,,,,,
361,813,445000,927,LOT 4 BK F MEADOWBROOK HGTS,0.0,41A106000,R-1,,,,,,
362,819,309800,933,LOT 3 BK B SE 2 SYLVANIA HILLS,0.0,42B063000,R-1,,,,,,
363,822,763400,936,LOT 25A SEC 2 MEADOWBROOK HEIGHTS,0.0,42A013000,R-1,,,,,,
364,823,459200,937,LOT 11 BK C SEC 2 RUTLEDGE,0.0,42A031000,R-1,,,,,,
365,826,350900,941,LOT 5 BK B SE 2 SYLVANIA HILLS,0.0,42B065000,R-1,,,,,,
366,828,501500,943,LOT 2&PT 3 BK D SEC 1 RUTLEDGE,0.0,42A019000,R-1,,,,,,
367,829,361100,945,LOT 4 BK B SE 2 SYLVANIA HILLS,0.0,42B064000,R-1,,,,,,
368,831,309200,947,LOT 10 BK C SEC 2 RUTLEDGE,0.0,42A030000,R-1,,,,,,
369,832,318800,948,LOT 7 BK A SE 1 SYLVANIA HILLS,0.0,42B060000,R-1,,,,,,
370,836,418000,952,LOT 3 BK C SEC 1 RUTLEDGE,0.0,42A024000,R-1,,,,,,
371,837,273300,953,LOT 3 BK F MEADOWBROOK HGTS,0.0,41A105000,R-1,,,,,,
372,846,249400,962,LOT 2&PAR X&Y BK B SYLVANIA HI,0.0,42B062000,R-1,,,,,,
373,849,402700,965,LOT 8 BK A SEC 1 RUTLEDGE,0.0,42A090000,R-1,,,,,,
374,851,1217000,967,LOT 2 BK C SEC 1 RUTLEDGE,0.0,42A023000,R-1,,,,,,
375,855,406400,972,LOT 1B BK F MEADOWBROOK HGTS,0.0,41A103000,R-1,,,,,,
376,856,386700,973,LOT 2A BK F MEADOWBROOK HGTS,0.0,41A104000,R-1,,,,,,
377,860,303900,978,LOT 12 BK C SEC 2 RUTLEDGE,0.0,42A032000,R-1,,,,,,
378,861,291300,979,LOT 1&PAR Z BK B SYLVANIA HILL,0.0,42B061000,R-1,,,,,,
379,865,447200,983,LOT 1A BK F MEADOWBROOK HGT,0.0,41A102000,R-1,,,,,,
380,869,320300,987,LOT 9 BK C SEC 2 RUTLEDGE,0.0,42A029000,R-1,,,,,,
381,874,493500,992,LOT 1A BK C SEC 1 RUTLEDGE,0.0,42A022000,R-1,,,,,,
382,878,542300,996,LOT A MEADOWBROOK HGTS,0.0,42A012000,R-1,,,,,,
383,880,445500,998,LOT 7 BK A SEC 1 RUTLEDGE,0.0,42A089000,R-1,,,,,,
384,884,337000,1002,LOT 9 HOLLYFIELD,0.0,42A046000,R-1,,,,,,
385,890,418100,1009,LOT 4A BK E MEADOWBROOK HGTS,0.0,41A101000,R-1,,,,,,
386,891,337400,1010,LOT 8 BK C SEC 2 RUTLEDGE,0.0,42A028000,R-1,,,,,,
387,895,447900,1014,LOT 6 BK A SEC 1 RUTLEDGE,0.0,42A088000,R-1,,,,,,
388,896,441000,1015,LOT 13 BK C SEC 2 RUTLEDGE,0.0,42A033000,R-1,,,,,,
389,902,360800,1023,LOT 10 HOLLYFIELD,0.0,42A045000,R-1,,,,,,
390,907,373600,1028,LOT 1B BK C SEC 1 RUTLEDGE,0.0,42A022100,R-1,,,,,,
391,912,378400,1033,LOT 1 & PT B-4 HOLLYFIELD,0.0,42A041000,R-1,,,,,,
392,913,363200,1034,LOT 14 BK C SEC 2 RUTLEDGE,0.0,42A034000,R-1,,,,,,
393,915,366700,1036,LOT 4 BK E SEC 2 RUTLEDGE,0.0,42A053000,R-1,,,,,,
394,920,383300,1041,LOT 7 BK C SEC 2 RUTLEDGE,0.0,42A027000,R-1,,,,,,
395,922,319200,1043,LOT 11 HOLLYFIELD,0.0,42A044000,R-1,,,,,,
396,923,405100,1044,LOT 7 BK B SEC 1 RUTLEDGE,0.0,42A074000,R-1,,,,,,
397,930,648700,1051,LOT 5 BK A SEC 1 RUTLEDGE,0.0,42A087000,R-1,,,,,,
398,931,125200,1052,LOT 4A-2 BK E MEADOWBROOK HGTS,0.0,41A101300,R-1,,,,,,
399,932,371800,1053,LOT 15 BK C SEC 2 RUTLEDGE,0.0,42A035000,R-1,,,,,,
400,933,332200,1054,LOT 3 BK E SEC 2 RUTLEDGE,0.0,42A054000,R-1,,,,,,
401,936,326300,1057,LOT 3 HOLLYFIELD,0.0,42A043000,R-1,,,,,,
402,940,371000,1061,LOT 6 BK C SEC 2 RUTLEDGE,0.0,42A026000,R-1,,,,,,
403,941,381700,1062,LOT 8 BK B SEC 1 RUTLEDGE,0.0,42A073000,R-1,,,,,,
404,945,553100,1066,LOT 4A-1 & PAR X BK E MEADOWBROOK HGT,0.0,41A101200,R-1,,,,,,
405,946,360000,1067,LOT B MEADOWBROOK HEIGHTS,0.0,42A011000,R-1,,,,,,
406,947,377400,1068,LOT 5 BK E SEC 2 RUTLEDGE,0.0,42A052000,R-1,,,,,,
407,948,290000,1069,LOT 16 BK C SEC 2 RUTLEDGE,0.0,42A036000,R-1,,,,,,
408,951,363400,1072,LOT 2 HOLLYFIELD,0.0,42A042000,R-1,,,,,,
409,953,318000,1075,LOT 2 BK E SEC 2 RUTLEDGE,0.0,42A055000,R-1,,,,,,
410,954,403100,1076,LOT 6 BK B SEC 1 RUTLEDGE,0.0,42A075000,R-1,,,,,,
411,955,381000,1077,1.11 AC BK H MEADOWBROOK HGTS,0.0,42A009000,R-1,,,,,,
412,960,338500,1084,LOT 6 BK E SEC 2 RUTLEDGE,0.0,42A051000,R-1,,,,,,
413,963,323400,1087,LOT 9 BK B SEC 2 RUTLEDGE,0.0,42A072000,R-1,,,,,,
414,964,330900,1088,LOT 17 BK C SEC 2 RUTLEDGE,0.0,42A037000,R-1,,,,,,
415,965,397300,1089,LOT 4 BK A SEC 1 RUTLEDGE,0.0,42A086000,R-1,,,,,,
416,969,365300,1093,LOT 1 BK E SEC 2 RUTLEDGE,0.0,42A056000,R-1,,,,,,
417,972,549800,1097,LOT 4B BK E MEADOWBROOK HGTS,0.0,41A101100,R-1,,,,,,
418,973,664500,1099,TRACTS A&B BK H MEADOWBROOK,0.0,42A010000,R-1,,,,,,
419,975,315100,1101,LOT 7 BK E SEC 2 RUTLEDGE,0.0,42A050000,R-1,,,,,,
420,976,423900,1102,LOTS 10&11 BK E SEC 2 RUTLEDGE,0.0,42A047000,R-1,,,,,,
421,977,450700,1103,LOT 5 BK B SEC 1 RUTLEDGE,0.0,42A076000,R-1,,,,,,
422,986,464100,1114,LOT 10 BK B SEC 2 RUTLEDGE,0.0,42A071000,R-1,,,,,,
423,989,443100,1118,LOT 3 BK E MEADOWBROOK HGTS,0.0,41A100000,R-1,,,,,,
424,990,332800,1119,LOT 19 & STRIP BK C RUTLEDGE,0.0,42A039000,R-1,,,,,,
425,991,410000,1120,LOT B BK H MEADOWBROOK HGTS,0.0,41A097000,R-1,,,,,,
426,992,315000,1121,LOT 8 BK E SEC 2 RUTLEDGE,0.0,42A049000,R-1,,,,,,
427,993,481000,1122,LOT 9 BK E SEC 2 RUTLEDGE,0.0,42A048000,R-1,,,,,,
428,994,377600,1124,LOT 18 BK C SEC 2 RUTLEDGE,0.0,42A038000,R-1,,,,,,
429,995,342300,1125,LOT B-4 & UNNUMBERED LOT,0.0,42A040000,R-1,,,,,,
430,996,288300,1126,LOT 3 BK A SEC 1 RUTLEDGE,0.0,42A085000,R-1,,,,,,
431,1001,314900,1131,LOT 3 BK F SEC 2 RUTLEDGE,0.0,42A066000,R-1,,,,,,
432,1003,502700,1133,LOT 11 BK B SEC 2 RUTLEDGE,0.0,42A070000,R-1,,,,,,
433,1005,510300,1136,LOT 4 BK B SEC 1 RUTLEDGE,26876.52,42A077000,R-1,,,,,,
434,1007,435500,1140,LOT 2 BK A SEC 1 RUTLEDGE,0.0,42A084000,R-1,,,,,,
436,1008,360400,1141,LOT A BK E MEADOWBROOK HGTS,0.0,41A099000,R-1,,,,,,
437,1009,431300,1144,LOT 12A BK B SEC 2 RUTLEDGE,0.0,42A069000,R-1,,,,,,
438,1011,319700,1146,LOT 2 BK F SEC 2 RUTLEDGE,0.0,42A067000,R-1,,,,,,
439,1012,362200,1147,LOT 4 BK F SEC 2 RUTLEDGE,0.0,42A065000,R-1,,,,,,
440,1017,317500,1153,LOT 5 BK F SEC 2 RUTLEDGE,0.0,42A064000,R-1,,,,,,
441,1019,427000,1157,LOT B BK E MEADOWBROOK HEIGHTS,0.0,41A098000,R-1,,,,,,
442,1020,321500,1158,LOT 6 BK F SEC 2 RUTLEDGE,0.0,42A063000,R-1,,,,,,
443,1021,365300,1160,LOT 1 BK F SEC 2 RUTLEDGE,0.0,42A068000,R-1,,,,,,
444,1023,501300,1162,LOT 1 BK A SEC 1 RUTLEDGE,0.0,42A083000,R-1,,,,,,
445,1024,446700,1163,LOT 3 BK B SEC 1 RUTLEDGE,0.0,42A078000,R-1,,,,,,
446,1025,614100,1164,LOT 6B BK H MEADOWBROOK HGT,0.0,42A008000,R-1,,,,,,
447,1027,367800,1166,LOT 7 BK F SEC 2 RUTLEDGE,0.0,42A062000,R-1,,,,,,
448,1029,514000,1168,LOT 7A BK 2 SEC 1 FOXBROOK,0.0,42A091000,R-1,,,,,,
449,1030,283100,1171,LOT 8 BK F SEC 2 RUTLEDGE,0.0,42A061000,R-1,,,,,,
450,1031,320800,1172,LOT 9 BK F SEC 2 RUTLEDGE,0.0,42A060000,R-1,,,,,,
451,1032,478300,1173,LOT A BK H MEADOWBROOK HGTS,0.0,41A096000,R-1,,,,,,
452,1035,336600,1176,LOT 10A BK F SEC 2 RUTLEDGE,0.0,42A059000,R-1,,,,,,
453,1038,323000,1179,LOT 2B-1 PARK MILL,0.0,42A057000,R-1,,,,,,
454,1042,618000,1184,LOT 6 BK 2 SEC 1 FOXBROOK,0.0,42A092000,R-1,,,,,,
455,1044,545400,1186,LOT 1 BK 3 SEC 1 FOXBROOK,0.0,42A117000,R-1,,,,,,
456,1045,620600,1187,LOT 6D BK H MEADOWBROOK HGT,0.0,42A008200,R-1,,,,,,
457,1047,623400,1189,LOT 2 BK 3 SEC 2 FOXBROOK,0.0,42A118000,R-1,,,,,,
458,1049,385200,1191,LOT 6C BK H MEADOWBROOK HGTS,0.0,42A008100,R-1,,,,,,
459,1050,412100,1192,LOT 2 BK B SEC 1 RUTLEDGE,0.0,42A079000,R-1,,,,,,
460,1051,572500,1195,"LOT 3,X,Y B3 S2 FOXBROOK",0.0,42A119000,R-1,,,,,,
461,1052,626100,1198,LOT 4 BK 3 SEC 2 FOXBROOK,0.0,42A120000,R-1,,,,,,
462,1057,691800,1203,LOT 5 BK 2 SEC 1 FOXBROOK,0.0,42A093000,R-1,,,,,,
463,1059,597000,1205,LOT 5 BK 3 SEC 2 FOXBROOK,0.0,42A121000,R-1,,,,,,
464,1060,569500,1206,LOT 2 OAK GROVE,0.0,42A058200,R-1,,,,,,
465,1061,600900,1207,LOT Y & PAR X OAK GROVE,0.0,42A058300,R-1,,,,,,
466,1067,867600,1214,LOT X & PAR Y OAK GROVE,0.0,42A058500,R-1,,,,,,
467,1070,412000,1218,LOT 6 BK C MEADOWBROOK HEIGHTS,0.0,41A095000,R-1,,,,,,
468,1071,390100,1219,LOT 1 BK B SEC 1 RUTLEDGE,0.0,42A080000,R-1,,,,,,
469,1073,447500,1221,LOT 4 BK 2 SEC 1 FOXBROOK,0.0,42A094000,R-1,,,,,,
470,1043,348900,1222,LOT 2A & PARCEL X PARK MILL,0.0,42A057100,R-1,,,,,,
471,1075,642600,1226,LOT 7 BK 4 SEC 1 FOXBROOK,0.0,42A113000,R-1,,,,,,
472,1077,655400,1228,LOT 8 BK 4 SEC 2 FOXBROOK,0.0,42A114000,R-1,,,,,,
473,1078,356200,1229,LOT 1 BK G MEADOWBROOK HGTS,0.0,42A081000,R-1,,,,,,
474,1080,467800,1231,LOT 7 BK C MEADOWBROOK HGTS,0.0,42A003000,R-1,,,,,,
475,1081,629500,1234,LOT 6 BK 3 SEC 2 FOXBROOK,0.0,42A122000,R-1,,,,,,
476,1083,707600,1237,LOT 9 BK 4 SEC 2 FOXBROOK,0.0,42A115000,R-1,,,,,,
477,1084,508100,1239,LOT 1 OAK GROVE,0.0,42A058100,R-1,,,,,,
478,1086,433700,1241,LOT 2 BK G MEADOWBROOK HEIGHTS,0.0,42A082000,R-1,,,,,,
479,1087,628600,1243,LOT 10 BK 4 SEC 2 FOXBROOK,0.0,42A116000,R-1,,,,,,
480,1088,8200,1244,PT LOTS 5A&6A BK C MEADOWBROOK,23609.52,41A094000,R-1,,,,,,
481,1091,487200,1247,LOT 6 BK 4 SEC 1 FOXBROOK,0.0,42A112000,R-1,,,,,,
482,1093,555200,1249,LOT 3 BK 2 SEC 1 FOXBROOK,0.0,42A095000,R-1,,,,,,
483,1095,477000,1251,.58 AC BK C MEADOWBROOK HGTS,0.0,42A004000,R-1,,,,,,
484,1106,525700,1263,LOT 1 BK 6 SEC 3 FOXBROOK,0.0,42A127000,R-1,,,,,,
485,1109,603900,1268,LOT 8 BK 3 SEC 3 FOXBROOK,0.0,42A124000,R-1,,,,,,
486,1112,648200,1271,LOT 7 BK 3 SEC 2 FOXBROOK,0.0,42A123000,R-1,,,,,,
487,1113,1186700,1273,.29 AC BK C MEADOWBROOK HGTS,0.0,42A005000,R-1,,,,,,
488,1117,486700,1277,LOT 1 BK 2 SEC 1 FOXBROOK,0.0,42A097000,R-1,,,,,,
489,1119,579700,1279,LOT 2 BK 4 SEC 2 FOXBROOK,0.0,42A108000,R-1,,,,,,
490,1122,615300,1282,LOT 5 BK 4 SEC 1 FOXBROOK,0.0,42A111000,R-1,,,,,,
491,1123,524500,1283,LOT 3 BK 4 SEC 2 FOXBROOK,0.0,42A109000,R-1,,,,,,
492,1124,736200,1284,LOT 1 BK 4 SEC 2 FOXBROOK,0.0,42A107000,R-1,,,,,,
493,1125,521800,1285,LOT 4 BK 4 SEC 2 FOXBROOK,0.0,42A110000,R-1,,,,,,
494,1126,372400,1286,LOT 10A BK C MEADOWBROOK HGTS,16988.4,42A006000,R-1,,,,,,
495,1128,400100,1288,LOT 2 BK 2 SEC 1 FOXBROOK,14200.56,42A096000,R-1,,,,,,
496,1135,454000,1296,LOT & PAR A BK C MEADOWBROOK,0.0,42A007000,R-1,,,,,,
497,1154,594700,1317,LOT 9 BK 5 SEC 3 FOXBROOK,0.0,42A126000,R-1,,,,,,
498,1155,595000,1320,LOT 8 BK 5 SEC 3 FOXBROOK,0.0,42A125000,R-1,,,,,,
499,1156,622900,1321,LOT 2 & PARCELS A & B FOXBROOK,0.0,42A098000,R-1,,,,,,
500,1157,637300,1322,LOT 7 BK 5 SEC 2 FOXBROOK,0.0,42A106000,R-1,,,,,,
501,1160,616500,1325,LOT 6 BK 5 SEC 2 FOXBROOK,0.0,42A105000,R-1,,,,,,
502,1161,706600,1327,LOT 5 BK 5 SEC 2 FOXBROOK,0.0,42A104000,R-1,,,,,,
503,1163,749500,1330,LOT 4 BK 5 SEC 2 FOXBROOK,0.0,42A103000,R-1,,,,,,
504,1165,723000,1332,LOT 3 BK 5 SEC 2 FOXBROOK,0.0,42A102000,R-1,,,,,,
505,1167,693500,1335,LOT 2 BK 5 SEC 2 FOXBROOK,0.0,42A101000,R-1,,,,,,
506,1168,567900,1337,LOT 1 BK 5 SEC 1 FOXBROOK,0.0,42A100000,R-1,,,,,,
507,1169,626100,1339,LOT 1 BK 1 SEC 1 FOXBROOK,0.0,42A099000,R-1,,,,,,
508,1246,312300,1435,LOT 16 BK 5 GREENLEAF TERRACE,11412.72,420045800,R-1,,,,,,
509,1257,288600,1448,LOT 9 BK 6 GREENLEAF TERRACE,11238.48,420002400,R-1,,,,,,
510,1260,280700,1452,LOT 8 BK 6 GREENLEAF TERRACE,8668.44,420002300,R-1,,,,,,
511,1262,295700,1454,LOT 7 BK 6 GREENLEAF TERRACE,8668.44,420002000,R-1,,,,,,
512,1263,385600,1455,LOT 15 BK 5 GREENLEAF TERRACE,9278.28,420045700,R-1,,,,,,
513,1267,277000,1459,LOT 6 BK 6 GREENLEAF TERRACE,8668.44,420002100,R-1,,,,,,
514,1268,333200,1460,LOT 5 BK 6 GREENLEAF TERRACE,8668.44,420002200,R-1,,,,,,
515,1271,321400,1463,LOT 4 BK 6 GREENLEAF TERRACE,8537.76,420003000,R-1,,,,,,
516,1273,447800,1466,LOT 3 BK 6 GREENLEAF TERRACE,8537.76,420004000,R-1,,,,,,
517,1275,377900,1468,LOT 2 BK 6 GREENLEAF TERRACE,12196.8,420005000,R-1,,,,,,
518,1276,285900,1469,LOT 14 BK 5 GREENLEAF TERRACE,9278.28,420045600,R-1,,,,,,
519,1277,310200,1470,LOT 1 BK 6 GREENLEAF TERRACE,12371.04,420006000,R-1,,,,,,
520,1293,311600,1489,LOT 13 BK 5 GREENLEAF TERRACE,9278.28,420045500,R-1,,,,,,
521,1307,389900,1503,LOT C BK 4 GREENLEAF TERRACE,12980.88,420034000,R-1,,,,,,
522,1308,352900,1504,LOT 12 BK 5 GREENLEAF TERRACE,9278.28,420045400,R-1,,,,,,
523,1313,366500,1509,LOT 1 BK 4 GREENLEAF TERRACE,15115.32,420033000,R-1,,,,,,
524,1321,384500,1520,LOT 11 BK 5 GREENLEAF TERRACE,9278.28,420045300,R-1,,,,,,
525,1327,352500,1526,LOT 1 BK 3 GREENLEAF TERRACE,9104.04,420007000,R-1,,,,,,
